HOTEL,ANIO,MES,ESCENARIO,RN,HABITACIONES,ROOMS_REV_ALOJAMIENTO,ROOMS_REV_UPGRADES,ROOMS_REV_OTROS,ROOMS_REVENUE,FOOD_REVENUE,BEVERAGE_REVENUE,BANQUETS_REVENUE,FB_PENSION,DAY_PASS,FB_REVENUE,OTHER_DEPT_REVENUE,MISC_INCOME,OPERATING_REVENUE,AR,ROOMS_PERSONNEL,ROOMS_OTHER_EXPENSES,ROOMS_OPEX,FOOD_COST,BEVERAGE_COST,FB_COST,FB_PERSONNEL,FB_OTHER_EXPENSES,FB_OPEX,OPERATING_EXPENSES,ROOMS_PROFIT,FB_PROFIT,TOTAL_DEPT_PROFIT,UNDISTRIB_OPEX,GOP
Hotel Titanium,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Ulises,2025,1,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10436.91,10436.91,,0.00,0.00,0.00,0.00,0.00,0.00,-7735.34,0.00,-7735.34,-7735.34,0.00,-7735.34,2701.57,-55941.98,-53240.41
Hotel Ulises,2025,1,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9168.87,9168.87,,0.00,-1042.58,-1042.58,0.00,0.00,0.00,-5159.41,-10.93,-5170.34,-6212.92,-1042.58,-5170.34,2955.95,-43525.35,-40569.39
Hotel Ulises,2025,2,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-20.20,0.00,-20.20,0.00,0.00,0.00,-7306.63,0.00,-7306.63,-7326.83,-20.20,-7306.63,-7326.83,-59880.80,-67207.63
Hotel Ulises,2025,2,REAL,0,0,-943.62,0.00,0.00,-943.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-943.62,,0.00,-1798.06,-1798.06,-480.19,0.00,-480.19,-6085.51,-716.28,-7281.98,-9080.05,-2741.69,-7281.98,-10023.67,-76216.57,-86240.24
Hotel Ulises,2025,3,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.98,165.98,,-21449.32,-2103.03,-23552.35,0.00,0.00,0.00,-13012.79,-307.02,-13319.81,-36872.16,-23552.35,-13319.81,-36706.18,-82847.17,-119553.35
Hotel Ulises,2025,3,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,337.90,0.00,337.90,,-14419.30,-4220.23,-18639.54,46.25,185.29,231.53,-10967.89,-6791.13,-17527.49,-36167.02,-18639.54,-17527.49,-35829.12,-74308.84,-110137.97
Hotel Ulises,2025,4,BUDGET,3869,5647,426777.78,4573.80,0.00,431351.58,7753.00,15109.07,0.00,197750.20,1575.00,222187.27,3488.25,2463.15,659490.24,170.43,-95709.19,-82918.90,-178628.08,-54926.54,-22383.50,-77310.05,-134257.79,-15464.88,-227032.72,-405660.80,252723.50,-4845.45,253829.45,-188137.95,65691.49
Hotel Ulises,2025,4,REAL,4145,5647,401587.83,2991.39,0.00,404579.22,5122.08,12119.71,0.00,223410.50,171.81,240824.10,1291.76,686.55,647381.64,156.17,-102033.59,-70638.80,-172672.39,-65549.46,-25850.25,-91399.71,-138291.79,-8252.70,-237944.20,-410616.59,231906.83,2879.91,236765.05,-176111.43,60653.62
Hotel Ulises,2025,5,BUDGET,4285,5095,569406.98,4549.12,0.00,573956.10,6632.02,12513.48,0.00,230983.43,643.50,250772.44,3967.99,1071.06,829767.59,193.66,-91468.44,-85327.86,-176796.30,-61373.11,-24756.44,-86129.55,-123389.31,-11852.97,-221371.83,-398168.13,397159.80,29400.61,431599.46,-166242.03,265357.43
Hotel Ulises,2025,5,REAL,3383,4734,438402.98,3734.38,0.00,442137.36,3788.33,9577.37,0.00,186095.64,289.39,199750.72,3573.51,505.99,645967.59,190.95,-79923.91,-53341.08,-133264.99,-46064.14,-20627.15,-66691.30,-114401.76,-4427.79,-185520.84,-318785.83,308872.37,14229.88,327181.75,-146166.92,181014.83
Hotel Ulises,2025,6,BUDGET,4593,5528,945016.72,7205.43,0.00,952222.15,7438.20,16139.08,0.00,251167.47,1809.30,276554.05,4330.06,322.88,1233429.14,268.53,-105547.09,-113066.04,-218613.13,-55485.01,-28852.59,-84337.60,-153450.95,-7290.55,-245079.09,-463692.23,733609.02,31474.96,769736.91,-191521.87,578215.04
Hotel Ulises,2025,6,REAL,3519,4183,716986.33,4754.48,0.00,721740.80,5741.36,12122.58,3003.34,195259.34,634.97,216761.60,4674.89,457.36,943634.66,268.17,-83537.31,-88727.27,-172264.58,-43000.46,-22044.29,-65044.74,-120532.47,-5806.66,-191383.87,-363648.45,549476.22,25377.73,579986.21,-142217.90,437768.31
Hotel Ulises,2025,7,BUDGET,3623,3962,889307.26,4404.34,0.00,893711.60,7407.01,13618.75,0.00,203396.89,2310.00,226732.65,3478.36,1814.80,1125737.40,310.73,-76081.72,-96996.66,-173078.38,-45894.57,-23531.89,-69426.46,-106753.44,-5133.63,-181313.53,-354391.90,720633.22,45419.12,771345.50,-141010.12,630335.38
Hotel Ulises,2025,7,REAL,5460,6072,1294469.22,4373.03,0.00,1298842.25,9645.49,16352.40,0.00,309230.51,2303.10,337531.50,6921.92,642.49,1643938.15,301.10,-119920.31,-141536.36,-261456.67,-59950.10,-33316.27,-93266.37,-164676.23,-6752.60,-264695.20,-526151.88,1037385.58,72836.29,1117786.27,-224492.50,893293.77
Hotel Ulises,2025,8,BUDGET,5090,5403,1351341.64,3654.00,0.00,1354995.64,11900.49,19343.06,0.00,282394.98,8190.00,321828.53,4846.30,956.42,1682626.88,330.55,-104899.42,-143160.56,-248059.98,-67899.46,-35543.06,-103442.52,-145454.31,-5860.00,-254756.84,-502816.82,1106935.65,67071.69,1179810.06,-198033.46,981776.60
Hotel Ulises,2025,8,REAL,4535,4786,1114915.13,3316.78,0.00,1118231.91,6690.72,16955.13,0.00,257056.40,1198.44,281900.69,5402.44,506.37,1406041.41,310.06,-98804.38,-128469.44,-227273.82,-52921.37,-29903.34,-82824.71,-135131.45,-6737.78,-224693.94,-451967.76,890958.09,57206.75,954073.65,-170733.97,783339.68
Hotel Ulises,2025,9,BUDGET,4009,4233,773334.49,2010.25,0.00,775344.74,7917.64,11957.28,0.00,225559.23,1921.00,247355.15,3831.21,123.15,1026654.25,256.06,-85432.77,-91678.31,-177111.07,-52543.06,-26548.36,-79091.42,-117452.20,-4578.29,-201121.91,-378232.98,598233.67,46233.24,648421.27,-151115.80,497305.46
Hotel Ulises,2025,9,REAL,4645,4930,844209.98,2484.09,0.00,846694.06,8811.75,14391.11,0.00,260457.53,1206.91,284867.29,3964.77,539.04,1136065.16,244.57,-105033.52,-83831.55,-188865.06,-56606.12,-30966.98,-87573.10,-144381.56,-7309.55,-239264.21,-428129.27,657829.00,45603.08,707935.89,-163535.08,544400.81
Hotel Ulises,2025,10,BUDGET,3263,4014,390420.87,3026.40,0.00,393447.27,3448.46,5771.93,0.00,178159.96,4446.00,191826.35,2998.98,2186.25,590458.85,180.97,-67524.77,-63563.64,-131088.40,-46229.46,-23786.12,-70015.59,-99873.04,-4771.40,-174660.02,-305748.43,262358.87,17166.33,284710.42,-132467.74,152242.68
Hotel Ulises,2025,10,REAL,3904,4528,405870.56,3684.07,0.00,409554.63,7941.26,9543.53,0.00,219110.50,112.00,236707.29,1859.61,479.14,648600.67,166.15,-84417.13,-48906.41,-133323.55,-39513.75,-22529.29,-62043.04,-124785.28,-7645.78,-194474.10,-327797.65,276231.08,42233.19,320803.02,-136993.63,183809.39
Hotel Ulises,2025,11,BUDGET,19,171,2724.35,0.00,0.00,2724.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2724.35,146.94,-10515.91,-173.62,-10689.53,0.00,0.00,0.00,-23724.46,-2334.67,-26059.13,-36748.66,-7965.18,-26059.13,-34024.31,-58298.35,-92322.65
Hotel Ulises,2025,11,REAL,41,322,9539.14,17.63,0.00,9556.78,-858.94,8.74,0.00,2164.70,925.91,2240.41,2070.51,316.22,14183.92,348.16,-7183.35,-10254.73,-17438.09,-16860.26,-8030.20,-24890.46,-15145.42,-2965.13,-43001.01,-60439.10,-7881.31,-40760.60,-46255.18,-64007.96,-110263.14
Hotel Ulises,2025,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69129.88,69129.88,,0.00,0.00,0.00,0.00,0.00,0.00,-5816.71,0.00,-5816.71,-5816.71,0.00,-5816.71,63313.17,-40897.30,22415.87
Hotel Ulises,2025,12,REAL,0,0,581.18,0.00,0.00,581.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95655.45,96236.63,,0.00,-4659.39,-4659.39,-457.87,-102.33,-560.20,-5699.79,-1351.35,-7611.34,-12270.73,-4078.21,-7611.34,83965.90,-39192.93,44772.97
Hotel Ulises,2026,1,BUDGET,0,0,9290.28,0.00,0.00,9290.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9949.20,19239.48,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9290.28,0.00,19239.48,-5927.27,13312.22
Hotel Ulises,2026,1,REAL,0,0,10656.50,0.00,0.00,10656.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11412.32,22068.82,,0.00,-339.46,-339.46,0.00,0.00,0.00,-2790.66,-117.00,-2907.66,-3247.12,10317.04,-2907.66,18821.70,-7491.64,11330.06
Hotel Ulises,2026,2,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6269.49,-6269.49
Hotel Ulises,2026,2,REAL,0,0,-3875.61,0.00,0.00,-3875.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3875.61,,-53.98,61.40,7.43,0.00,0.00,0.00,-2588.54,0.00,-2588.54,-2581.11,-3868.19,-2588.54,-6456.73,-8843.50,-15300.23
Hotel Ulises,2026,3,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,-1236.34,0.00,-1236.34,0.00,0.00,-1236.34,-1236.34,0.00,-1236.34,-1236.34,-17201.59,-18437.93
Hotel Ulises,2026,3,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-196.46,0.00,-196.46,-1151.80,0.00,-1151.80,-2329.22,0.00,-3481.02,-3677.49,-196.46,-3481.02,-3677.49,-14244.70,-17922.18
Hotel Ulises,2026,4,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-32854.03,0.00,-32854.03,0.00,0.00,0.00,-45920.87,0.00,-45920.87,-78774.90,-32854.03,-45920.87,-78774.90,-14652.15,-93427.04
Hotel Ulises,2026,4,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1923.80,-1923.80
Hotel Ulises,2026,5,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-36545.50,0.00,-36545.50,0.00,0.00,0.00,-51080.51,0.00,-51080.51,-87626.01,-36545.50,-51080.51,-87626.01,-16298.45,-103924.47
Hotel Ulises,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Ulises,2026,6,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-31746.59,0.00,-31746.59,0.00,0.00,0.00,-44372.97,0.00,-44372.97,-76119.57,-31746.59,-44372.97,-76119.57,-14158.25,-90277.82
Hotel Ulises,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Ulises,2026,7,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-31008.30,0.00,-31008.30,0.00,0.00,0.00,-43341.04,0.00,-43341.04,-74349.34,-31008.30,-43341.04,-74349.34,-13651.17,-88000.52
Hotel Ulises,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Ulises,2026,8,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-46512.45,0.00,-46512.45,0.00,0.00,0.00,-65011.56,0.00,-65011.56,-111524.01,-46512.45,-65011.56,-111524.01,-20476.76,-132000.77
Hotel Ulises,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Ulises,2026,9,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-38760.38,0.00,-38760.38,0.00,0.00,0.00,-54176.30,0.00,-54176.30,-92936.68,-38760.38,-54176.30,-92936.68,-17063.96,-110000.64
Hotel Ulises,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Ulises,2026,10,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-33223.18,0.00,-33223.18,0.00,0.00,0.00,-46436.83,0.00,-46436.83,-79660.01,-33223.18,-46436.83,-79660.01,-14381.70,-94041.72
Hotel Ulises,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Ulises,2026,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6813.64,-6813.64
Hotel Ulises,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Ulises,2026,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5153.18,-5153.18
Hotel Ulises,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Vega,2025,1,BUDGET,45589,52516,9246135.08,104281.40,0.00,9350416.48,79059.72,0.00,109395.00,3388964.91,13383.33,3590802.95,384474.14,182975.95,13508669.52,296.31,-490814.57,-750048.54,-1240863.11,-1413234.75,-551059.83,-1964294.58,-879639.02,-209685.38,-3053618.98,-4294482.10,8109553.36,537183.97,9214187.42,-3121931.57,6092255.85
Hotel Vega,2025,1,REAL,69026,76611,12936982.42,100688.73,0.00,13037671.15,114421.66,697.54,172354.42,5205072.98,28348.37,5520894.97,560818.23,262186.05,19381570.40,280.79,-734259.60,-1273511.31,-2007770.91,-2091801.02,-879681.30,-2971482.32,-1284223.47,-250711.77,-4506417.56,-6514188.47,11029900.24,1014477.41,12867381.93,-4329107.57,8538274.36
Hotel Vega,2025,2,BUDGET,56069,63059,11561233.87,137874.69,0.00,11699108.56,103512.09,0.00,142786.80,4144991.68,16173.10,4407463.67,527292.28,237162.96,16871027.47,300.90,-656101.33,-976495.69,-1632597.02,-1731545.83,-675279.69,-2406825.52,-1169591.12,-261063.12,-3837479.76,-5470076.78,10066511.54,569983.91,11400950.69,-4150974.21,7249976.48
Hotel Vega,2025,2,REAL,45640,50224,9488940.30,70516.13,168.73,9559625.17,81523.43,562.56,113595.98,3477987.90,17439.27,3691109.14,341439.92,195370.85,13787545.08,302.09,-473263.84,-880690.01,-1353953.85,-1334043.53,-564286.74,-1898330.27,-839081.33,-170211.09,-2907622.69,-4261576.55,8205671.31,783486.45,9525968.53,-3509287.52,6016681.02
Hotel Vega,2025,3,BUDGET,62802,77847,13187102.37,186032.70,0.00,13373135.07,121433.34,0.00,162162.00,4717019.42,24877.58,5025492.34,464667.02,267635.77,19130930.21,304.62,-799243.87,-1209700.26,-2008944.13,-1972872.53,-771989.44,-2744861.98,-1410730.63,-296965.98,-4452558.59,-6461502.71,11364190.95,572933.76,12669427.49,-4905046.99,7764380.50
Hotel Vega,2025,3,REAL,57553,66726,11018416.73,99694.98,0.00,11118111.71,97353.07,138.38,138147.88,4319580.51,23199.97,4578419.80,363343.76,241764.06,16301639.33,283.24,-593502.35,-929115.19,-1522617.53,-1634986.88,-703198.12,-2338185.00,-1027386.70,-228782.18,-3594353.88,-5116971.41,9595494.18,984065.92,11184667.92,-4122087.17,7062580.75
Hotel Vega,2025,4,BUDGET,33482,39970,5566195.87,86941.43,0.00,5653137.30,57000.56,0.00,112460.40,2413781.08,11776.92,2595018.96,315532.27,167353.34,8731041.86,260.77,-466567.20,-634803.40,-1101370.60,-1021733.74,-411966.36,-1433700.10,-867957.28,-159430.95,-2461088.33,-3562458.93,4551766.70,133930.63,5168582.94,-3230042.16,1938540.77
Hotel Vega,2025,4,REAL,29362,35030,4572747.78,53429.90,119.00,4626296.68,39187.15,88.97,97234.36,2185513.75,12045.45,2334069.67,206513.99,148082.50,7314962.83,249.13,-406746.17,-548658.40,-955404.57,-903657.63,-384867.58,-1288525.20,-747677.81,-127991.04,-2164194.06,-3119598.64,3670892.11,169875.61,4195364.20,-2777793.73,1417570.47
Hotel Vega,2025,5,BUDGET,35989,51048,4645334.21,99711.70,0.00,4745045.91,61091.54,0.00,122265.00,2551982.46,15224.13,2750563.12,493237.05,199232.46,8188078.55,227.52,-552804.71,-678361.05,-1231165.76,-1088190.06,-486644.45,-1574834.51,-1058728.56,-174681.11,-2808244.17,-4039409.93,3513880.16,-57681.05,4148668.62,-4170475.02,-21806.40
Hotel Vega,2025,5,REAL,36561,47799,4198043.25,84594.97,104.74,4282742.97,60897.02,163.35,137428.64,2664515.24,12104.46,2875108.70,343221.10,195527.09,7696599.86,210.51,-566571.56,-619571.78,-1186143.34,-1139308.63,-549467.33,-1688775.96,-1023312.57,-156369.44,-2868457.97,-4054601.31,3096599.62,6650.73,3641998.55,-3870557.21,-228558.66
Hotel Vega,2025,6,BUDGET,34174,46706,5074575.15,103807.60,0.00,5178382.75,59011.58,0.00,115596.00,2519958.41,14876.75,2709442.75,325295.30,190255.77,8403376.56,245.90,-525148.02,-676618.21,-1201766.23,-1064087.29,-472411.58,-1536498.87,-1002047.56,-166450.51,-2704996.95,-3906763.18,3976616.52,4445.80,4496613.38,-3683217.88,813395.50
Hotel Vega,2025,6,REAL,26143,37275,3412551.80,71860.20,0.00,3484411.99,52834.24,158.88,93809.02,1955344.63,12267.67,2114414.44,303611.70,156542.83,6058980.97,231.77,-434240.55,-401151.57,-835392.12,-815298.20,-347652.62,-1162950.82,-830264.63,-90081.64,-2083297.10,-2918689.21,2649019.87,31117.35,3140291.75,-2736867.89,403423.87
Hotel Vega,2025,7,BUDGET,47081,57081,7555518.48,120799.53,0.00,7676318.01,108444.46,0.00,151105.50,3677109.53,25796.38,3962455.88,397242.03,237304.91,12273320.82,260.69,-629974.24,-905106.62,-1535080.86,-1560372.25,-682874.66,-2243246.91,-1203329.09,-224201.29,-3670777.29,-5205858.15,6141237.15,291678.59,7067462.68,-4493156.53,2574306.15
Hotel Vega,2025,7,REAL,32983,41766,4843786.87,76385.71,0.00,4920172.58,71143.05,70.31,88074.20,2537550.54,14324.33,2711162.42,227934.06,174343.41,8033612.47,243.57,-468831.69,-632197.83,-1101029.52,-1070254.01,-478920.52,-1549174.53,-827764.59,-133029.63,-2509968.74,-3610998.26,3819143.06,201193.68,4422614.21,-3114046.23,1308567.98
Hotel Vega,2025,8,BUDGET,28003,39446,4033199.43,65818.05,0.00,4099017.48,61400.84,0.00,99450.00,2063085.54,16514.93,2240451.30,309961.69,156540.91,6805971.37,243.04,-424314.56,-546724.11,-971038.67,-883565.72,-389773.51,-1273339.23,-818446.05,-139106.71,-2230891.99,-3201930.66,3127978.81,9559.31,3604040.72,-3059674.93,544365.79
Hotel Vega,2025,8,REAL,22849,38054,3337547.76,61509.71,86.49,3399143.97,41087.42,103.86,71936.57,1736436.76,11459.30,1861023.90,244208.70,128602.21,5632978.77,246.53,-403381.20,-460261.06,-863642.26,-720586.60,-321043.12,-1041629.72,-738819.09,-129779.74,-1910228.55,-2773870.81,2535501.71,-49204.65,2859107.96,-2691826.41,167281.56
Hotel Vega,2025,9,BUDGET,31225,51647,3421027.50,76101.25,0.00,3497128.75,68659.65,0.00,100912.50,2229358.27,5671.18,2404601.60,333114.54,201819.39,6436664.28,206.14,-556956.38,-604769.26,-1161725.65,-967065.18,-429591.69,-1396656.87,-1084026.21,-161592.29,-2642275.37,-3804001.01,2335403.10,-237673.77,2632663.26,-4012162.76,-1379499.49
Hotel Vega,2025,9,REAL,25784,48952,2801583.95,71280.21,0.00,2872864.16,53597.71,0.00,84405.73,1864939.42,5893.28,2008836.14,285034.78,163627.18,5330362.26,206.73,-525194.99,-179931.36,-705126.35,-780350.08,-359833.10,-1140183.17,-964617.59,-113779.91,-2218580.68,-2923707.03,2167737.81,-209744.54,2406655.23,-3400730.72,-994075.49
Hotel Vega,2025,10,BUDGET,28498,42694,3200776.63,66661.36,0.00,3267437.99,59946.25,0.00,80730.00,2023307.40,4536.95,2168520.60,280533.59,165126.25,5881618.43,206.39,-450462.75,-523019.74,-973482.50,-876838.82,-388439.35,-1265278.17,-882750.00,-141231.53,-2289259.70,-3262742.20,2293955.49,-120739.10,2618876.23,-3368198.74,-749322.51
Hotel Vega,2025,10,REAL,23272,36662,2565002.63,48907.31,1013.95,2614923.89,49855.38,3.09,99429.31,1664141.16,4071.15,1817500.09,237363.67,138314.76,4808102.41,206.61,-376060.35,-443597.93,-819658.28,-705771.52,-334583.83,-1040355.35,-682444.83,-134798.14,-1857598.32,-2677256.60,1795265.61,-40098.24,2130845.80,-2634826.26,-503980.46
Hotel Vega,2025,11,BUDGET,39788,48054,5751897.70,101781.61,0.00,5853679.31,82641.48,0.00,130197.60,2752093.31,5276.67,2970209.06,356437.98,198556.45,9378882.80,235.72,-543954.19,-766284.42,-1310238.60,-1185125.03,-523160.59,-1708285.62,-1040301.90,-188204.15,-2936791.67,-4247030.27,4543440.70,33417.39,5131852.53,-3878459.42,1253393.11
Hotel Vega,2025,11,REAL,45883,56587,6230815.08,88156.27,0.00,6318971.34,114624.82,93.53,136311.93,3266112.40,6828.44,3523971.12,397528.98,214038.44,10454509.89,227.85,-649172.66,-693138.11,-1342310.77,-1347197.71,-625780.23,-1972977.94,-1167467.94,-220464.81,-3360910.69,-4703221.47,4976660.57,163060.43,5751288.42,-4420129.39,1331159.03
Hotel Vega,2025,12,BUDGET,28970,35733,5333134.39,74210.29,0.00,5407344.68,70257.60,0.00,103603.50,2152568.61,4329.46,2330759.18,288730.61,706066.29,8732900.76,301.45,-399059.77,-641446.62,-1040506.38,-1048908.98,-467929.94,-1516838.92,-785315.88,-144607.63,-2446762.44,-3487268.82,4366838.30,-116003.26,5245631.95,-2781735.70,2463896.25
Hotel Vega,2025,12,REAL,55254,59401,10366232.47,119916.08,224.01,10486372.57,107843.75,72.01,173822.59,4113162.24,15456.67,4410357.26,531137.57,795407.49,16223274.89,293.61,-566243.58,-1378904.18,-1945147.76,-2165927.64,-1005145.09,-3171072.73,-1196990.00,-482505.29,-4850568.03,-6795715.79,8541224.81,-440210.76,9427559.10,-5369967.36,4057591.74
Hotel Vega,2026,1,BUDGET,45478,56562,10150666.92,94270.28,0.00,10244937.20,77028.22,0.00,141566.92,3488004.27,23284.53,3729883.94,540662.54,263325.60,14778809.27,324.96,-577195.16,-1093769.93,-1670965.09,-1513863.51,-641424.19,-2155287.70,-972799.24,-194888.47,-3322975.40,-4993940.49,8573972.11,406908.53,9784868.78,-3908395.15,5876473.63
Hotel Vega,2026,1,REAL,38633,46066,8642926.96,133030.73,151.17,8776108.86,94013.88,326.51,113933.46,2863494.75,20842.27,3092610.87,449355.93,248544.65,12566620.31,325.29,-501712.13,-759757.76,-1261469.89,-1241299.21,-498474.37,-1739773.58,-868274.76,-139214.09,-2747262.43,-4008732.32,7514638.97,345348.44,8557887.99,-3096855.96,5461032.04
Hotel Vega,2026,2,BUDGET,44999,58944,10315119.54,93614.55,0.00,10408734.09,88905.60,0.00,140480.36,3473293.36,21566.57,3724245.88,445542.19,278302.39,14856824.55,330.16,-620319.08,-1158998.68,-1779317.76,-1511961.00,-641553.81,-2153514.81,-1041672.91,-200075.27,-3395262.98,-5174580.74,8629416.33,328982.90,9682243.81,-4087761.82,5594481.99
Hotel Vega,2026,2,REAL,44460,51159,10349682.37,131329.25,107.10,10481118.71,101842.55,124.33,123586.24,3425291.56,21436.34,3672281.02,437339.84,267203.35,14857942.91,334.19,-593998.86,-976417.80,-1570416.67,-1485147.87,-638184.27,-2123332.13,-1009035.43,-229102.34,-3361469.90,-4931886.57,8910702.04,310811.12,9926056.35,-3525353.75,6400702.60
Hotel Vega,2026,3,BUDGET,59474,78189,13217802.83,120296.10,0.00,13338098.93,110096.85,0.00,170574.25,4551451.24,28645.51,4860767.86,606493.89,345881.98,19151242.66,322.01,-892260.80,-1414557.77,-2306818.57,-1956094.29,-830453.50,-2786547.80,-1476751.22,-257762.48,-4521061.50,-6827880.07,11031280.35,339706.37,12323362.59,-5309268.44,7014094.15
Hotel Vega,2026,3,REAL,62689,73264,14660887.57,190259.78,297.49,14851444.84,108398.47,34.40,173094.43,4678572.94,24841.52,4984941.76,737549.77,358862.98,20932799.35,333.91,-835797.38,-1326991.51,-2162788.90,-2015804.06,-836609.25,-2852413.30,-1371960.22,-280808.56,-4505182.09,-6667970.98,12688655.95,479759.67,14264828.37,-5130583.59,9134244.78
